Year,StateAbbr,GeographicLevel,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Population2010,GeoLocation,CategoryID,MeasureId,PopulationCount,CountyName,LocationName,TotalPopulation,5Yr_Average
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,,3.6,3.9,5420.0,"(42.65027214830, -71.3189255267)",HLTHOUT,CANCER,,Middlesex,25017388300,,3.8
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.0,,6.8,7.2,5352.0,"(42.48680582990, -70.9418844824)",HLTHOUT,CANCER,,Essex,25009205100,,7.220000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.0,,5.8,6.2,5319.0,"(42.48034353920, -70.9526727414)",HLTHOUT,CANCER,,Essex,25009205200,,6.220000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,,6.4,6.9,4490.0,"(42.49016746020, -70.9625947657)",HLTHOUT,CANCER,,Essex,25009205300,,6.88
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,,7.3,8.0,5048.0,"(42.49280855710, -70.9861924292)",HLTHOUT,CANCER,,Essex,25009205400,,7.8199999999999985
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.8,5.1,4606.0,"(42.47490054660, -70.9608973454)",HLTHOUT,CANCER,,Essex,25009205500,,5.12
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.6,,6.3,6.8,3881.0,"(42.46957099490, -70.9863897964)",HLTHOUT,CANCER,,Essex,25009205600,,6.82
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,,5.5,6.0,4650.0,"(42.46569979090, -70.9781557455)",HLTHOUT,CANCER,,Essex,25009205700,,5.9399999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.5,4.8,3312.0,"(42.45887099850, -70.9738927197)",HLTHOUT,CANCER,,Essex,25009205800,,4.82
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.0,,4.8,5.1,4350.0,"(42.46847492590, -70.9686726817)",HLTHOUT,CANCER,,Essex,25009205900,,5.18
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,,3.7,3.9,3359.0,"(42.46573015360, -70.9623463352)",HLTHOUT,CANCER,,Essex,25009206000,,4.0
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,,4.0,4.2,3844.0,"(42.46569278520, -70.9547242425)",HLTHOUT,CANCER,,Essex,25009206100,,4.279999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,,3.3,3.6,5254.0,"(42.46972783220, -70.9485567443)",HLTHOUT,CANCER,,Essex,25009206200,,3.66
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.9,3773.0,"(42.47399137620, -70.9412388884)",HLTHOUT,CANCER,,Essex,25009206300,,4.92
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.3,5.7,5249.0,"(42.47780264670, -70.9328546536)",HLTHOUT,CANCER,,Essex,25009206400,,5.720000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,,4.4,4.7,3358.0,"(42.47116105470, -70.9318679254)",HLTHOUT,CANCER,,Essex,25009206500,,4.7
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,,5.9,6.5,4243.0,"(42.46677492370, -70.9272546474)",HLTHOUT,CANCER,,Essex,25009206600,,6.42
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,5.8,6.3,4080.0,"(42.46199369590, -70.9336396094)",HLTHOUT,CANCER,,Essex,25009206700,,6.3
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.0,,4.8,5.1,3546.0,"(42.46652427930, -70.9436848565)",HLTHOUT,CANCER,,Essex,25009206800,,5.2
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,,7.7,8.4,3965.0,"(42.45997683680, -70.9407597683)",HLTHOUT,CANCER,,Essex,25009206900,,8.4
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,,7.1,7.8,2198.0,"(42.45994774950, -70.9515052879)",HLTHOUT,CANCER,,Essex,25009207000,,7.8
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,,3.3,3.5,3513.0,"(42.45955121080, -70.9654722819)",HLTHOUT,CANCER,,Essex,25009207100,,3.5799999999999996
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,,5.7,6.1,2939.0,"(42.45207862430, -70.9632179437)",HLTHOUT,CANCER,,Essex,25009207200,,6.12
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,,6.3,7.0,4755.0,"(42.35610929700, -71.1835618350)",HLTHOUT,CANCER,,Middlesex,25017373100,,6.74
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.8,,6.5,7.0,4391.0,"(42.36097295410, -71.2003695436)",HLTHOUT,CANCER,,Middlesex,25017373200,,6.840000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,,6.8,7.5,2799.0,"(42.35691370100, -71.2095246593)",HLTHOUT,CANCER,,Middlesex,25017373300,,7.26
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,,7.2,7.8,3204.0,"(42.34806365260, -71.2021277604)",HLTHOUT,CANCER,,Middlesex,25017373400,,7.56
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,,6.5,6.9,6187.0,"(42.34398944630, -71.1831341683)",HLTHOUT,CANCER,,Middlesex,25017373500,,6.74
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,,3.5,3.7,6026.0,"(42.33025933180, -71.1744958977)",HLTHOUT,CANCER,,Middlesex,25017373600,,3.6399999999999997
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,,8.0,8.6,3790.0,"(42.33671424570, -71.2043931089)",HLTHOUT,CANCER,,Middlesex,25017373700,,8.42
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.2,,7.9,8.5,5923.0,"(42.32497737010, -71.1909156597)",HLTHOUT,CANCER,,Middlesex,25017373800,,8.26
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,,8.6,9.2,6373.0,"(42.30819599840, -71.1824225735)",HLTHOUT,CANCER,,Middlesex,25017373900,,8.959999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,,7.1,7.7,5237.0,"(42.30019175040, -71.1973397204)",HLTHOUT,CANCER,,Middlesex,25017374000,,7.459999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.0,,6.8,7.3,4647.0,"(42.31234969490, -71.2156516870)",HLTHOUT,CANCER,,Middlesex,25017374100,,7.1
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,,7.1,7.6,4194.0,"(42.32378667480, -71.2133134595)",HLTHOUT,CANCER,,Middlesex,25017374200,,7.4
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,,8.7,9.5,3494.0,"(42.32567629530, -71.2362952581)",HLTHOUT,CANCER,,Middlesex,25017374300,,9.18
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.0,,8.7,9.2,5743.0,"(42.33848898540, -71.2257357494)",HLTHOUT,CANCER,,Middlesex,25017374400,,9.040000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,,7.5,8.1,4339.0,"(42.35443740370, -71.2224672176)",HLTHOUT,CANCER,,Middlesex,25017374500,,7.9
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.9,,6.6,7.2,4829.0,"(42.35594765160, -71.2308189756)",HLTHOUT,CANCER,,Middlesex,25017374600,,6.9799999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.9,,6.7,7.2,4477.0,"(42.35072874190, -71.2482034557)",HLTHOUT,CANCER,,Middlesex,25017374700,,7.0
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,,6.2,6.8,4738.0,"(42.33607929580, -71.2521665027)",HLTHOUT,CANCER,,Middlesex,25017374800,,6.540000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,5.9,6.3,4264.0,"(42.25971114370, -71.0243008329)",HLTHOUT,CANCER,,Norfolk,25021417100,,6.12
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,,5.1,5.4,8182.0,"(42.27137094940, -71.0338722892)",HLTHOUT,CANCER,,Norfolk,25021417200,,5.3
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,,8.7,9.7,2681.0,"(42.29785907860, -71.0284346912)",HLTHOUT,CANCER,,Norfolk,25021417300,,9.16
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,,7.9,8.7,2566.0,"(42.29988067550, -70.9998191979)",HLTHOUT,CANCER,,Norfolk,25021417400,,8.32
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.6,6.0,5004.0,"(42.28288043540, -71.0152969518)",HLTHOUT,CANCER,,Norfolk,25021417501,,5.8
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.6,4.9,4639.0,"(42.27918184970, -71.0276348977)",HLTHOUT,CANCER,,Norfolk,25021417502,,4.720000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,,5.6,6.1,5196.0,"(42.27378839360, -71.0143400236)",HLTHOUT,CANCER,,Norfolk,25021417601,,5.84
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,,6.4,7.0,5155.0,"(42.28133542580, -70.9887223774)",HLTHOUT,CANCER,,Norfolk,25021417602,,6.659999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,,8.3,9.6,5417.0,"(42.25234319130, -71.0011786131)",HLTHOUT,CANCER,,Norfolk,25021417701,,8.84
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,,6.8,7.5,2765.0,"(42.25982440650, -70.9915418019)",HLTHOUT,CANCER,,Norfolk,25021417702,,7.18
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.9,,6.5,7.2,5443.0,"(42.27045010230, -70.9610648892)",HLTHOUT,CANCER,,Norfolk,25021417801,,6.88
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,,6.2,6.7,3150.0,"(42.25514691480, -70.9658881468)",HLTHOUT,CANCER,,Norfolk,25021417802,,6.5
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,,7.2,7.9,6048.0,"(42.24588827640, -70.9767751598)",HLTHOUT,CANCER,,Norfolk,25021417901,,7.5200000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.5,6.0,3542.0,"(42.24630071500, -70.9906899975)",HLTHOUT,CANCER,,Norfolk,25021417902,,5.82
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.0,,5.7,6.2,7020.0,"(42.23846962860, -70.9944116897)",HLTHOUT,CANCER,,Norfolk,25021418002,,5.9399999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.1,2481.0,"(42.23338817910, -71.0207478048)",HLTHOUT,CANCER,,Norfolk,25021418003,,4.86
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.2,5.6,4280.0,"(42.23837450250, -71.0104974321)",HLTHOUT,CANCER,,Norfolk,25021418004,,5.38
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,,6.5,7.1,4837.0,"(42.25105410260, -71.0142226084)",HLTHOUT,CANCER,,Norfolk,25021418101,,6.68
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,,5.0,5.5,3377.0,"(42.24675460160, -71.0216223756)",HLTHOUT,CANCER,,Norfolk,25021418102,,5.26
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,5.9,6.3,6224.0,"(42.22700783100, -71.0527204676)",HLTHOUT,CANCER,,Norfolk,25021418200,,6.06
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.4,,6.1,6.7,1210.0,"(42.39446907090, -71.0815742665)",HLTHOUT,CANCER,,Middlesex,25017350103,,6.42
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.5,4.8,7275.0,"(42.39381772340, -71.0904889086)",HLTHOUT,CANCER,,Middlesex,25017350104,,4.68
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.8,5.1,6567.0,"(42.39123764450, -71.0965112493)",HLTHOUT,CANCER,,Middlesex,25017350200,,5.0
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.9,2441.0,"(42.39518508420, -71.1063266359)",HLTHOUT,CANCER,,Middlesex,25017350300,,4.779999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.4,4.8,5568.0,"(42.39839454260, -71.1150704933)",HLTHOUT,CANCER,,Middlesex,25017350400,,4.58
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.9,1629.0,"(42.40003276300, -71.1225856830)",HLTHOUT,CANCER,,Middlesex,25017350500,,4.62
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,,2.4,2.6,4572.0,"(42.40463076640, -71.1220388426)",HLTHOUT,CANCER,,Middlesex,25017350600,,2.5
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.6,6.1,6048.0,"(42.40898252750, -71.1300134827)",HLTHOUT,CANCER,,Middlesex,25017350700,,5.819999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.6,1828.0,"(42.40006128010, -71.1272714416)",HLTHOUT,CANCER,,Middlesex,25017350800,,4.36
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,,3.9,4.3,3314.0,"(42.39429600550, -71.1203228618)",HLTHOUT,CANCER,,Middlesex,25017350900,,4.0600000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.7,4.0,6450.0,"(42.38908214180, -71.1127841164)",HLTHOUT,CANCER,,Middlesex,25017351000,,3.84
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.6,,5.4,5.8,5622.0,"(42.38753856770, -71.1044992317)",HLTHOUT,CANCER,,Middlesex,25017351100,,5.62
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,,3.9,4.3,4241.0,"(42.37698941480, -71.1007292315)",HLTHOUT,CANCER,,Middlesex,25017351203,,4.0600000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.7,4.0,4129.0,"(42.38159309780, -71.1046716169)",HLTHOUT,CANCER,,Middlesex,25017351204,,3.88
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.6,6.0,4233.0,"(42.38347010110, -71.0951296357)",HLTHOUT,CANCER,,Middlesex,25017351300,,5.84
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.6,4.9,4028.0,"(42.38637743580, -71.0838687804)",HLTHOUT,CANCER,,Middlesex,25017351403,,4.88
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.4,4.7,4289.0,"(42.38376476500, -71.0876083554)",HLTHOUT,CANCER,,Middlesex,25017351404,,4.68
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.3,5.7,2310.0,"(42.37712848580, -71.0845929843)",HLTHOUT,CANCER,,Middlesex,25017351500,,5.5200000000000005
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.0,,,HLTHOUT,CANCER,3584.0,Middlesex,25017353000,,5.1
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,,6.2,6.8,,,HLTHOUT,CANCER,4755.0,Middlesex,25017373100,,6.74
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.5,6.1,,,HLTHOUT,CANCER,3076.0,Suffolk,25025060301,,6.04
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,,3.3,3.5,,,HLTHOUT,CANCER,3350.0,Suffolk,25025080100,,3.54
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.4,,6.1,6.8,,,HLTHOUT,CANCER,1904.0,Suffolk,25025100603,,6.640000000000001
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.6,,,HLTHOUT,CANCER,4441.0,Middlesex,25017310700,,4.5600000000000005
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.3,4.5,,,HLTHOUT,CANCER,3706.0,Plymouth,25023510400,,4.62
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.3,4.6,,,HLTHOUT,CANCER,3716.0,Plymouth,25023511400,,4.66
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.8,,,HLTHOUT,CANCER,3773.0,Essex,25009206300,,4.92
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,,4.1,4.3,,,HLTHOUT,CANCER,4795.0,Suffolk,25025120301,,4.42
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.6,6.1,,,HLTHOUT,CANCER,5334.0,Plymouth,25023511301,,6.14
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,,2.8,3.1,,,HLTHOUT,CANCER,3810.0,Essex,25009250500,,3.16
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,,5.7,6.1,,,HLTHOUT,CANCER,2072.0,Suffolk,25025140201,,6.14
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,,2.5,2.6,,,HLTHOUT,CANCER,1654.0,Middlesex,25017352101,,2.7
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,,2.2,2.3,,,HLTHOUT,CANCER,6303.0,Suffolk,25025000502,,2.36
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,,8.0,9.2,,,HLTHOUT,CANCER,5417.0,Norfolk,25021417701,,8.84
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.2,4.4,,,HLTHOUT,CANCER,4702.0,Middlesex,25017353800,,4.5
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,,3.3,3.6,,,HLTHOUT,CANCER,3267.0,Middlesex,25017311200,,3.5799999999999996
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.2,5.8,,,HLTHOUT,CANCER,5480.0,Suffolk,25025101001,,5.8
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.5,4.7,,,HLTHOUT,CANCER,3040.0,Plymouth,25023511000,,4.84
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.7,4.0,,,HLTHOUT,CANCER,535.0,Suffolk,25025980101,,4.04
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.3,,6.0,6.5,,,HLTHOUT,CANCER,2689.0,Middlesex,25017355000,,6.540000000000001
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,,3.5,3.7,,,HLTHOUT,CANCER,3450.0,Middlesex,25017352300,,3.72
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.2,,5.1,5.4,,,HLTHOUT,CANCER,4072.0,Suffolk,25025100900,,5.4399999999999995
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.3,,3.1,3.4,,,HLTHOUT,CANCER,3648.0,Suffolk,25025000402,,3.4200000000000004
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,,8.3,9.0,,,HLTHOUT,CANCER,6373.0,Middlesex,25017373900,,8.959999999999999
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.1,,1.0,1.2,,,HLTHOUT,CANCER,207.0,Suffolk,25025981202,,1.1800000000000002
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,,3.9,4.1,,,HLTHOUT,CANCER,5977.0,Essex,25009251600,,4.18
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,,3.0,3.2,,,HLTHOUT,CANCER,418.0,Suffolk,25025981100,,3.2600000000000002
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.6,5.1,,,HLTHOUT,CANCER,2740.0,Suffolk,25025000301,,5.0600000000000005
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,,2.4,2.5,,,HLTHOUT,CANCER,3885.0,Suffolk,25025080801,,2.62
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.7,,7.2,8.2,,,HLTHOUT,CANCER,2937.0,Essex,25009251100,,8.08
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,,4.1,4.3,,,HLTHOUT,CANCER,2848.0,Middlesex,25017353400,,4.36
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,,5.6,6.2,,,HLTHOUT,CANCER,2439.0,Suffolk,25025040401,,6.12
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.0,,5.8,6.2,,,HLTHOUT,CANCER,4193.0,Suffolk,25025020101,,6.26
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.2,4.5,,,HLTHOUT,CANCER,3860.0,Suffolk,25025091900,,4.54
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,,3.5,3.8,,,HLTHOUT,CANCER,1181.0,Suffolk,25025020302,,3.7399999999999998
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,,5.5,6.0,,,HLTHOUT,CANCER,4650.0,Essex,25009205700,,5.9399999999999995
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.8,,,HLTHOUT,CANCER,2361.0,Suffolk,25025070700,,4.880000000000001
2016,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.3,5.6,,,HLTHOUT,CANCER,2405.0,Suffolk,25025110301,,5.66
