"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"1400000US25013811101","Census Tract 8111.01, Hampden County, Massachusetts","4627","367","1200","232","1049","255","250","116","29","46","0","12","770","252","0","12","0","12","124","120","0","12","0","12","0","12","0","12","0","12","124","120","27","42","1480","291","1248","266","534","198","128","68","0","12","586","192","0","12","0","12","116","79","0","12","0","12","0","12","0","12","0","12","116","79","116","84","1535","213","1168","168","661","154","70","51","45","50","392","137","0","12","0","12","228","87","27","44","0","12","0","12","177","80","0","12","0","12","24","24","139","97","412","81","165","76","0","12","0","12","165","76","0","12","0","12","247","82","0","12","95","64","41","50","53","37","0","12","0","12","58","48","0","12",
"1400000US25013811102","Census Tract 8111.02, Hampden County, Massachusetts","6281","439","1633","288","1417","373","311","149","15","25","0","17","1091","366","0","17","0","17","179","215","0","17","0","17","0","17","0","17","0","17","179","215","37","60","1470","257","1215","264","487","222","77","74","0","17","651","193","0","17","0","17","176","131","0","17","0","17","0","17","0","17","0","17","176","131","79","74","2578","258","2330","246","1538","277","110","84","17","26","665","206","0","17","0","17","173","112","16","28","0","17","0","17","33","39","0","17","0","17","124","100","75","59","600","151","183","102","62","80","0","17","121","71","0","17","0","17","417","137","0","17","53","42","158","86","16","26","0","17","0","17","190","94","0","17",
"1400000US25013811200","Census Tract 8112, Hampden County, Massachusetts","4717","348","875","173","843","179","372","165","0","12","0","12","471","195","0","12","0","12","32","40","0","12","0","12","0","12","0","12","0","12","32","40","0","12","768","209","734","217","523","203","0","12","0","12","193","133","0","12","18","29","34","43","0","12","0","12","0","12","0","12","0","12","34","43","0","12","1905","263","1423","278","969","246","27","44","57","55","370","195","0","12","0","12","317","190","26","29","39","47","72","86","14","26","18","28","0","12","148","159","165","137","1169","178","323","130","72","59","0","12","251","120","0","12","0","12","846","158","0","12","269","117","325","129","50","59","0","12","14","22","188","113","0","12",
"1400000US25013811301","Census Tract 8113.01, Hampden County, Massachusetts","6050","555","1424","428","1273","436","666","242","56","62","0","17","551","469","0","17","0","17","137","131","0","17","0","17","0","17","0","17","0","17","137","131","14","25","1112","276","959","255","559","176","34","38","20","32","346","221","0","17","0","17","121","86","21","38","0","17","18","30","0","17","0","17","82","67","32","49","2362","211","1900","219","1208","222","190","157","80","99","400","196","22","33","0","17","462","174","159","118","0","17","0","17","144","91","0","17","23","38","136","90","0","17","1152","177","246","204","39","61","0","17","207","193","0","17","0","17","906","190","0","17","241","107","274","133","164","111","0","17","15","26","212","108","0","17",
"1400000US25013811302","Census Tract 8113.02, Hampden County, Massachusetts","5590","397","1160","193","1066","170","427","178","41","61","0","17","343","129","255","171","0","17","75","78","22","35","0","17","0","17","0","17","0","17","53","70","19","33","1205","248","1164","257","583","170","34","77","0","17","458","160","89","60","0","17","17","27","0","17","0","17","0","17","0","17","0","17","17","27","24","30","2042","259","1815","252","1333","198","45","41","0","17","364","220","73","65","0","17","180","127","84","95","0","17","0","17","46","46","0","17","0","17","50","51","47","54","1183","133","427","130","145","104","0","17","282","109","0","17","0","17","756","136","0","17","62","53","285","122","153","109","0","17","0","17","256","135","0","17",
"1400000US25013811400","Census Tract 8114, Hampden County, Massachusetts","2335","239","829","149","820","149","78","83","0","12","0","12","742","171","0","12","0","12","9","12","0","12","0","12","0","12","0","12","0","12","9","12","0","12","580","125","526","116","53","45","0","12","0","12","473","121","0","12","0","12","22","24","0","12","0","12","0","12","0","12","13","19","9","14","32","30","784","112","597","120","176","94","8","9","0","12","413","92","0","12","0","12","142","54","6","8","0","12","0","12","113","47","0","12","0","12","23","25","45","33","142","48","19","18","0","12","0","12","19","18","0","12","0","12","123","49","0","12","17","20","5","7","90","46","0","12","0","12","11","12","0","12",
"1400000US25013811500","Census Tract 8115, Hampden County, Massachusetts","2197","229","839","129","823","129","0","12","0","12","0","12","823","129","0","12","0","12","16","23","0","12","0","12","16","23","0","12","0","12","0","12","0","12","674","132","569","114","55","46","0","12","0","12","514","100","0","12","0","12","55","44","0","12","0","12","42","40","0","12","0","12","13","21","50","40","590","142","531","137","33","28","0","12","8","11","490","135","0","12","0","12","57","28","0","12","0","12","0","12","44","26","0","12","0","12","13","14","2","5","94","50","16","18","2","5","0","12","14","15","0","12","0","12","75","44","0","12","0","12","5","8","70","43","0","12","0","12","0","12","3","7",
"1400000US25013811600","Census Tract 8116, Hampden County, Massachusetts","3952","449","1410","294","1410","294","48","76","0","12","0","12","1362","299","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1068","257","943","228","123","90","0","12","22","25","798","201","0","12","0","12","72","61","0","12","0","12","72","61","0","12","0","12","0","12","53","47","1187","212","1078","193","215","93","14","24","31","36","817","176","0","12","1","3","109","57","0","12","8","14","0","12","43","39","0","12","0","12","58","37","0","12","287","75","39","42","0","12","0","12","39","42","0","12","0","12","233","71","0","12","0","12","30","28","173","62","0","12","9","14","21","21","15","18",
"1400000US25013811700","Census Tract 8117, Hampden County, Massachusetts","2217","336","412","154","412","154","48","57","0","12","0","12","364","152","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","856","228","741","220","280","172","76","95","0","12","385","165","0","12","0","12","113","71","0","12","0","12","60","63","0","12","0","12","53","47","2","5","548","176","499","176","24","30","0","12","40","45","418","164","17","27","0","12","49","46","0","12","0","12","0","12","44","45","0","12","0","12","5","9","0","12","401","82","44","37","7","11","0","12","37","34","0","12","0","12","357","84","0","12","0","12","73","49","247","87","0","12","0","12","37","31","0","12",
"1400000US25013811800","Census Tract 8118, Hampden County, Massachusetts","4071","419","1047","265","967","268","152","100","0","12","0","12","815","265","0","12","0","12","80","92","0","12","0","12","0","12","0","12","0","12","80","92","0","12","1240","242","1106","217","501","196","65","72","0","12","540","177","0","12","0","12","58","56","0","12","0","12","0","12","0","12","0","12","58","56","76","54","1381","206","1162","189","516","181","8","14","0","12","638","149","0","12","0","12","116","81","0","12","0","12","0","12","58","55","6","12","0","12","52","58","103","55","403","116","67","51","0","12","0","12","67","51","0","12","0","12","336","125","0","12","36","29","48","43","151","96","0","12","27","43","74","52","0","12",
"1400000US25013811900","Census Tract 8119, Hampden County, Massachusetts","3603","279","761","115","647","130","570","129","5","11","0","12","72","46","0","12","0","12","47","50","0","12","0","12","0","12","0","12","0","12","47","50","67","93","607","209","537","187","460","192","28","26","0","12","49","45","0","12","0","12","60","59","29","45","0","12","0","12","0","12","0","12","31","36","10","20","1451","127","1333","129","1165","140","84","51","20","19","40","39","0","12","24","38","118","78","37","33","9","15","0","12","15","21","0","12","0","12","57","60","0","12","784","86","169","82","34","32","0","12","135","79","0","12","0","12","615","96","0","12","243","88","242","85","5","11","0","12","0","12","125","54","0","12",
"1400000US25013812001","Census Tract 8120.01, Hampden County, Massachusetts","3322","351","849","197","805","207","169","95","29","44","0","12","607","227","0","12","0","12","24","33","0","12","0","12","0","12","0","12","0","12","24","33","20","31","882","216","791","212","302","136","20","31","0","12","469","169","0","12","0","12","18","28","0","12","0","12","0","12","0","12","0","12","18","28","73","71","1106","148","772","135","295","117","56","51","23","21","398","159","0","12","0","12","292","106","9","15","0","12","7","11","215","107","0","12","0","12","61","46","42","50","485","91","76","41","0","12","12","19","64","39","0","12","0","12","409","89","0","12","50","38","17","20","228","88","0","12","20","23","94","49","0","12",
"1400000US25013812002","Census Tract 8120.02, Hampden County, Massachusetts","4333","444","1168","315","1070","305","228","149","61","87","0","12","781","302","0","12","0","12","88","104","0","12","0","12","0","12","0","12","0","12","88","104","10","17","933","207","802","194","470","161","28","27","0","12","304","119","0","12","0","12","106","95","0","12","0","12","56","55","0","12","0","12","50","46","25","28","1677","241","1427","230","1014","184","92","96","41","42","280","98","0","12","0","12","201","117","0","12","0","12","7","11","92","52","9","13","20","22","73","100","49","30","555","125","139","76","36","47","0","12","103","60","0","12","0","12","416","108","0","12","172","79","73","50","56","53","0","12","0","12","115","48","0","12",
"1400000US25013812101","Census Tract 8121.01, Hampden County, Massachusetts","5244","328","874","169","861","168","722","171","0","17","0","17","110","128","29","32","0","17","13","20","0","17","13","20","0","17","0","17","0","17","0","17","0","17","971","248","780","211","575","210","145","147","0","17","60","92","0","17","0","17","94","77","94","77","0","17","0","17","0","17","0","17","0","17","97","92","2396","205","2109","232","1738","218","164","105","79","81","110","96","18","21","0","17","260","142","99","81","36","49","18","30","62","93","0","17","0","17","45","44","27","38","1003","155","314","166","28","33","0","17","286","164","0","17","0","17","689","196","0","17","137","65","310","176","88","77","0","17","0","17","154","95","0","17",
"1400000US25013812103","Census Tract 8121.03, Hampden County, Massachusetts","3575","338","899","193","842","205","79","42","0","12","0","12","763","201","0","12","0","12","46","54","0","12","0","12","0","12","0","12","0","12","46","54","11","20","926","209","859","206","421","166","0","12","0","12","438","200","0","12","0","12","19","24","0","12","0","12","0","12","0","12","0","12","19","24","48","49","1314","200","1005","206","432","143","17","19","0","12","556","198","0","12","0","12","263","105","10","16","0","12","24","26","158","82","0","12","0","12","71","50","46","43","436","78","214","75","0","12","0","12","214","75","0","12","0","12","222","78","0","12","43","41","40","34","54","44","0","12","0","12","85","47","0","12",
"1400000US25013812104","Census Tract 8121.04, Hampden County, Massachusetts","4420","458","855","231","781","222","390","157","0","12","0","12","391","222","0","12","0","12","74","67","0","12","0","12","0","12","0","12","0","12","74","67","0","12","1254","340","1147","312","703","215","7","11","0","12","437","225","0","12","0","12","44","45","0","12","10","16","19","35","0","12","0","12","15","23","63","51","1748","246","1533","228","1050","202","66","43","39","45","367","118","11","18","0","12","175","85","36","42","0","12","0","12","114","68","0","12","0","12","25","24","40","38","563","110","206","86","21","23","0","12","185","86","0","12","0","12","357","109","0","12","73","46","124","68","83","56","0","12","0","12","77","44","0","12",
"1400000US25013812201","Census Tract 8122.01, Hampden County, Massachusetts","4576","324","891","211","615","166","417","148","8","13","0","12","190","171","0","12","0","12","196","163","0","12","0","12","0","12","27","50","0","12","169","161","80","60","996","217","771","199","387","158","73","89","0","12","311","168","0","12","0","12","78","73","46","63","0","12","0","12","19","34","0","12","13","21","147","65","1878","218","1445","228","1142","231","36","41","0","12","249","144","0","12","18","33","348","144","12","23","0","12","0","12","54","67","0","12","45","72","237","108","85","85","811","123","192","112","17","29","0","12","175","107","0","12","0","12","619","116","0","12","67","59","154","91","162","108","0","12","52","60","184","96","0","12",
"1400000US25013812202","Census Tract 8122.02, Hampden County, Massachusetts","3767","309","643","289","610","302","418","224","0","12","0","12","192","143","0","12","0","12","33","41","33","41","0","12","0","12","0","12","0","12","0","12","0","12","943","216","780","210","545","151","69","42","0","12","166","110","0","12","0","12","75","68","59","62","0","12","0","12","0","12","0","12","16","26","88","77","1490","215","1171","202","865","233","54","53","25","24","227","134","0","12","0","12","264","158","150","133","0","12","0","12","56","55","0","12","0","12","58","60","55","67","691","123","121","86","0","12","0","12","121","86","0","12","0","12","570","119","50","70","109","74","223","143","96","86","0","12","0","12","92","71","0","12",
"1400000US25013812300","Census Tract 8123, Hampden County, Massachusetts","5458","611","1546","500","1406","518","137","107","0","17","0","17","1269","541","0","17","0","17","121","103","0","17","0","17","16","29","0","17","0","17","105","98","19","29","1174","303","1041","301","396","195","45","43","0","17","600","283","0","17","0","17","53","57","0","17","0","17","31","43","0","17","0","17","22","37","80","87","2367","314","1741","287","827","268","6","11","101","93","807","317","0","17","0","17","369","199","0","17","60","95","0","17","84","84","0","17","20","32","205","126","257","146","371","124","96","69","0","17","0","17","96","69","0","17","0","17","275","122","0","17","0","17","127","89","83","70","0","17","14","23","51","45","0","17",
"1400000US25013812401","Census Tract 8124.01, Hampden County, Massachusetts","6451","344","1355","200","1207","202","1105","197","102","144","0","17","0","17","0","17","0","17","95","101","95","101","0","17","0","17","0","17","0","17","0","17","53","64","940","179","814","184","762","196","29","44","0","17","23","37","0","17","0","17","76","68","17","29","0","17","0","17","0","17","0","17","59","62","50","53","2884","179","2485","206","2280","221","82","72","13","22","110","84","0","17","0","17","248","121","107","102","41","48","0","17","25","27","0","17","0","17","75","63","151","116","1272","117","315","97","13","20","18","26","284","97","0","17","0","17","957","132","0","17","445","131","173","96","47","60","0","17","38","34","254","99","0","17",
"1400000US25013812403","Census Tract 8124.03, Hampden County, Massachusetts","4127","275","816","118","675","133","360","139","19","22","0","12","296","156","0","12","0","12","132","98","16","25","0","12","0","12","0","12","0","12","116","94","9","15","1004","238","810","235","493","196","19","29","0","12","298","199","0","12","0","12","127","95","12","19","0","12","0","12","0","12","0","12","115","99","67","86","1639","189","1369","162","893","146","92","65","19","25","344","148","12","17","9","14","212","104","0","12","10","16","0","12","66","43","0","12","3","8","133","96","58","35","668","88","225","86","33","29","0","12","192","90","0","12","0","12","443","77","0","12","114","64","165","62","24","23","0","12","26","23","114","51","0","12",
"1400000US25013812404","Census Tract 8124.04, Hampden County, Massachusetts","4117","333","857","145","722","137","430","128","56","52","0","12","236","119","0","12","0","12","123","89","20","21","0","12","22","34","0","12","0","12","81","75","12","18","1026","215","952","223","549","162","52","40","18","25","333","180","0","12","0","12","53","54","0","12","0","12","23","25","0","12","0","12","30","49","21","23","1561","124","1383","144","1089","148","130","78","11","15","153","98","0","12","0","12","178","78","39","38","8","13","8","12","17","27","0","12","0","12","106","66","0","12","673","97","228","71","69","51","8","12","151","57","0","12","0","12","445","113","0","12","143","99","117","58","70","52","0","12","17","18","98","54","0","12",
"1400000US25013812500","Census Tract 8125, Hampden County, Massachusetts","7727","529","1804","210","1555","230","1052","217","29","46","0","17","474","202","0","17","0","17","233","138","0","17","0","17","0","17","0","17","0","17","233","138","16","26","1375","332","1118","283","765","239","35","44","0","17","282","178","36","55","0","17","104","86","22","36","0","17","0","17","0","17","0","17","82","81","153","111","3322","378","2862","408","2079","318","156","90","0","17","579","314","32","48","16","26","388","143","30","32","0","17","40","61","113","95","0","17","0","17","205","95","72","71","1226","264","243","115","46","44","15","23","182","110","0","17","0","17","983","269","0","17","168","89","333","160","160","132","0","17","16","27","306","123","0","17",
"1400000US25013812600","Census Tract 8126, Hampden County, Massachusetts","6219","334","1099","209","946","240","590","247","81","96","0","17","275","244","0","17","0","17","29","34","0","17","0","17","0","17","0","17","0","17","29","34","124","185","1130","239","946","239","707","191","18","29","0","17","204","125","17","27","0","17","65","58","0","17","0","17","0","17","0","17","0","17","65","58","119","91","2770","217","2482","216","2105","259","99","68","0","17","278","156","0","17","0","17","188","80","0","17","26","31","13","22","15","24","0","17","0","17","134","68","100","106","1220","170","308","125","86","72","16","24","206","98","0","17","0","17","912","177","0","17","326","141","242","117","90","73","0","17","0","17","254","100","0","17",
"1400000US25013812701","Census Tract 8127.01, Hampden County, Massachusetts","4365","344","1183","210","1085","230","479","215","37","58","0","12","515","192","28","46","26","43","98","80","0","12","0","12","0","12","0","12","0","12","98","80","0","12","935","256","863","249","428","198","87","57","0","12","348","172","0","12","0","12","72","64","0","12","0","12","0","12","0","12","0","12","72","64","0","12","1703","204","1432","212","802","188","80","51","8","12","515","176","0","12","27","44","232","91","43","46","0","12","0","12","131","80","0","12","23","24","35","29","39","42","544","118","196","99","0","12","0","12","196","99","0","12","0","12","348","95","0","12","80","47","93","63","58","40","0","12","33","38","84","42","0","12",
"1400000US25013812702","Census Tract 8127.02, Hampden County, Massachusetts","5051","488","1148","338","1054","313","637","314","56","100","0","17","361","268","0","17","0","17","94","102","0","17","0","17","0","17","52","85","0","17","42","54","0","17","1475","278","1236","286","959","246","75","82","0","17","185","131","17","27","0","17","176","109","26","44","0","17","0","17","0","17","0","17","150","92","63","75","1635","210","1365","212","754","234","73","80","15","25","523","212","0","17","0","17","249","100","0","17","20","35","0","17","189","91","0","17","0","17","40","44","21","30","793","151","274","134","0","17","0","17","274","134","0","17","0","17","519","123","0","17","98","58","156","86","198","131","0","17","0","17","67","52","0","17",
"1400000US25013812800","Census Tract 8128, Hampden County, Massachusetts","6736","341","1162","192","994","177","606","217","89","106","0","17","284","212","15","23","0","17","168","101","42","51","0","17","0","17","0","17","0","17","126","112","0","17","1486","255","1339","206","925","214","147","101","26","40","226","131","15","25","0","17","98","85","96","85","0","17","0","17","0","17","0","17","2","6","49","53","2697","224","2412","207","1726","293","216","168","32","29","375","202","46","47","17","28","224","111","44","42","15","24","0","17","42","43","14","22","0","17","109","84","61","60","1391","95","326","128","42","45","0","17","284","124","0","17","0","17","1065","141","0","17","347","136","148","89","86","85","0","17","44","50","440","152","0","17",
"1400000US25013812901","Census Tract 8129.01, Hampden County, Massachusetts","3440","280","778","139","732","144","463","172","45","53","0","12","224","157","0","12","0","12","46","41","0","12","0","12","0","12","0","12","0","12","46","41","0","12","614","138","557","139","378","112","22","29","0","12","157","94","0","12","0","12","50","47","0","12","0","12","0","12","7","10","0","12","43","45","7","13","1469","123","1325","132","1069","166","153","75","12","18","91","55","0","12","0","12","127","72","0","12","0","12","1","2","21","26","13","19","7","12","85","60","17","20","579","62","145","65","23","19","0","12","122","60","0","12","0","12","434","77","0","12","199","72","61","44","0","12","0","12","23","36","151","57","0","12",
"1400000US25013812902","Census Tract 8129.02, Hampden County, Massachusetts","4655","251","778","108","722","118","511","127","80","60","0","12","131","83","0","12","0","12","56","45","0","12","0","12","0","12","0","12","0","12","56","45","0","12","746","142","601","118","470","104","33","29","17","26","56","38","0","12","25","40","20","22","0","12","0","12","0","12","0","12","0","12","20","22","125","70","1980","190","1828","207","1481","175","119","65","8","12","220","138","0","12","0","12","63","36","18","24","25","22","9","14","11","16","0","12","0","12","0","12","89","67","1151","146","252","91","40","27","0","12","212","87","0","12","0","12","888","140","0","12","328","90","386","138","25","21","0","12","0","12","149","66","11","17",
"1400000US25013812903","Census Tract 8129.03, Hampden County, Massachusetts","2801","275","698","191","698","191","690","190","0","12","0","12","8","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2056","258","2034","258","1913","247","73","46","0","12","39","38","0","12","9","17","22","24","9","18","0","12","0","12","5","7","0","12","8","16","0","12","15","13","15","13","15","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","36","0","12","0","12","0","12","0","12","0","12","0","12","32","36","0","12","24","38","4","6","0","12","0","12","0","12","4","6","0","12",
"1400000US25013813000","Census Tract 8130, Hampden County, Massachusetts","7057","219","1327","125","1200","127","809","101","56","41","0","17","325","92","10","13","0","17","81","41","0","17","0","17","0","17","4","5","0","17","77","41","46","37","1275","129","1072","109","761","108","64","39","0","17","226","56","18","19","3","4","109","51","45","30","0","17","9","8","8","9","0","17","47","38","94","50","3087","161","2705","161","2086","154","222","58","31","23","302","66","60","42","4","5","247","51","45","21","3","5","2","2","82","30","24","18","17","14","74","25","135","65","1368","89","370","74","46","36","0","17","322","70","0","17","2","3","998","91","7","7","325","52","344","74","88","32","0","17","27","20","207","39","0","17",
"1400000US25013813101","Census Tract 8131.01, Hampden County, Massachusetts","5963","231","1273","206","1167","240","724","211","61","100","0","17","382","241","0","17","0","17","106","127","0","17","0","17","0","17","0","17","0","17","106","127","0","17","983","317","872","297","522","200","13","28","0","17","337","166","0","17","0","17","90","70","16","26","0","17","0","17","0","17","0","17","74","67","21","39","2398","347","2125","332","1749","307","85","63","0","17","262","142","0","17","29","45","220","118","17","28","0","17","0","17","93","81","0","17","0","17","110","80","53","77","1309","310","327","149","59","44","0","17","268","151","0","17","0","17","982","271","0","17","209","101","392","214","213","139","0","17","18","31","150","74","0","17",
"1400000US25013813102","Census Tract 8131.02, Hampden County, Massachusetts","3731","229","789","145","523","129","414","136","0","12","0","12","109","83","0","12","0","12","249","159","0","12","0","12","0","12","0","12","0","12","249","159","17","26","553","112","478","105","341","87","39","34","0","12","98","63","0","12","0","12","51","38","0","12","0","12","0","12","10","16","0","12","41","39","24","24","1616","127","1368","147","1083","158","158","69","0","12","117","64","0","12","10","17","164","72","24","26","0","12","0","12","10","16","8","13","0","12","122","66","84","51","773","81","272","83","61","36","9","14","202","76","0","12","0","12","501","108","0","12","151","66","152","74","55","50","0","12","20","21","123","64","0","12",
"1400000US25013813204","Census Tract 8132.04, Hampden County, Massachusetts","3155","217","637","120","592","118","592","118","0","12","0","12","0","12","0","12","0","12","11","16","0","12","0","12","0","12","0","12","0","12","11","16","34","34","392","142","314","128","225","104","10","16","0","12","79","67","0","12","0","12","64","46","14","22","0","12","0","12","0","12","0","12","50","41","14","23","1401","165","1276","167","1142","155","80","46","9","15","32","29","13","20","0","12","125","67","47","48","8","12","22","35","0","12","0","12","0","12","48","41","0","12","725","182","190","81","44","48","9","15","137","61","0","12","0","12","535","145","0","12","321","128","75","41","11","14","0","12","9","13","119","54","0","12",
"1400000US25013813205","Census Tract 8132.05, Hampden County, Massachusetts","7114","404","1272","267","1125","215","759","237","18","27","0","17","241","194","107","171","0","17","111","96","0","17","0","17","0","17","0","17","0","17","111","96","36","34","1225","339","1047","273","846","240","27","43","0","17","147","135","27","44","0","17","59","56","18","31","0","17","17","30","0","17","0","17","24","37","119","109","3108","325","2920","332","2363","356","241","173","127","81","161","101","28","48","0","17","103","69","0","17","17","27","0","17","19","29","0","17","0","17","67","51","85","65","1509","195","221","102","0","17","0","17","221","102","0","17","0","17","1288","211","0","17","358","114","698","207","20","26","0","17","44","72","168","85","0","17",
"1400000US25013813206","Census Tract 8132.06, Hampden County, Massachusetts","3920","263","833","137","823","138","607","170","38","37","0","12","178","114","0","12","0","12","10","16","0","12","0","12","0","12","0","12","0","12","10","16","0","12","671","174","604","175","401","146","12","19","0","12","191","127","0","12","0","12","57","44","18","28","0","12","10","15","0","12","0","12","29","29","10","16","1657","151","1466","134","1167","141","139","76","7","11","145","77","8","14","0","12","85","43","18","19","0","12","0","12","10","16","0","12","0","12","57","37","106","68","759","125","208","75","40","36","0","12","168","69","0","12","0","12","551","114","0","12","195","80","164","67","31","26","0","12","24","35","137","62","0","12",
"1400000US25013813207","Census Tract 8132.07, Hampden County, Massachusetts","4982","424","1020","241","873","253","434","156","57","50","0","12","382","270","0","12","0","12","147","115","40","47","0","12","0","12","0","12","0","12","107","108","0","12","948","277","734","245","497","224","85","69","0","12","152","112","0","12","0","12","178","101","74","88","0","12","0","12","0","12","0","12","104","67","36","43","2232","257","1825","283","1191","258","239","217","0","12","395","185","0","12","0","12","223","107","51","47","0","12","0","12","66","54","0","12","0","12","106","72","184","99","782","89","205","115","10","16","0","12","195","115","0","12","0","12","577","130","0","12","132","92","171","101","69","57","0","12","0","12","205","89","0","12",
"1400000US25013813208","Census Tract 8132.08, Hampden County, Massachusetts","3162","248","732","162","674","159","435","137","10","15","0","12","229","180","0","12","0","12","49","46","0","12","0","12","0","12","0","12","0","12","49","46","9","14","662","153","469","133","370","108","49","36","0","12","50","37","0","12","0","12","104","59","7","12","0","12","0","12","0","12","0","12","97","58","89","69","1296","130","1199","123","901","116","54","38","0","12","244","124","0","12","0","12","84","58","10","16","0","12","0","12","0","12","0","12","0","12","74","58","13","20","472","81","128","82","50","50","16","25","62","61","0","12","0","12","344","66","0","12","134","51","99","62","24","28","0","12","0","12","87","50","0","12",
"1400000US25013813209","Census Tract 8132.09, Hampden County, Massachusetts","5820","403","1213","346","1086","362","519","204","62","59","0","17","505","389","0","17","0","17","71","78","0","17","0","17","0","17","0","17","0","17","71","78","56","82","963","236","779","230","549","218","40","41","0","17","176","114","0","17","14","23","109","78","37","42","0","17","0","17","0","17","0","17","72","63","75","87","2150","227","1894","205","1489","230","105","68","46","71","254","127","0","17","0","17","210","85","136","70","0","17","0","17","26","39","0","17","0","17","48","65","46","55","1494","191","244","116","32","36","0","17","212","106","0","17","0","17","1250","238","0","17","263","138","593","200","0","17","0","17","18","29","376","151","0","17",
"1400000US25013813301","Census Tract 8133.01, Hampden County, Massachusetts","7317","289","1821","225","1741","231","1539","238","83","80","0","17","119","87","0","17","0","17","44","58","15","25","0","17","0","17","0","17","0","17","29","41","36","38","1406","269","1336","276","1167","281","64","48","0","17","103","73","2","6","0","17","62","54","0","17","0","17","20","32","0","17","0","17","42","46","8","13","2931","249","2591","215","2233","228","178","93","0","17","163","95","17","28","0","17","252","143","118","116","17","30","0","17","30","38","24","31","0","17","63","55","88","67","1159","188","346","128","78","64","0","17","268","120","0","17","0","17","799","199","82","112","318","115","182","110","21","31","0","17","0","17","196","102","14","26",
"1400000US25013813303","Census Tract 8133.03, Hampden County, Massachusetts","4186","225","1104","123","997","133","875","138","77","89","0","12","45","43","0","12","0","12","107","68","9","15","0","12","0","12","0","12","0","12","98","70","0","12","387","102","322","94","268","92","30","33","0","12","24","27","0","12","0","12","51","42","0","12","0","12","0","12","0","12","0","12","51","42","14","22","1643","110","1499","117","1326","114","129","70","0","12","44","49","0","12","0","12","144","70","36","35","22","23","0","12","27","31","28","35","0","12","31","29","0","12","1052","108","333","82","35","39","0","12","298","80","0","12","0","12","719","127","0","12","257","74","202","71","61","59","0","12","22","29","177","67","0","12",
"1400000US25013813304","Census Tract 8133.04, Hampden County, Massachusetts","4100","155","1073","100","972","105","793","130","81","76","0","12","79","106","19","30","0","12","88","71","43","62","0","12","0","12","9","15","0","12","36","34","13","19","430","96","359","88","309","82","29","24","0","12","12","19","9","15","0","12","71","56","34","42","0","12","0","12","9","16","0","12","28","31","0","12","1685","115","1597","118","1345","146","134","71","23","18","94","59","0","12","1","2","65","43","10","16","0","12","0","12","6","12","8","12","0","12","41","32","23","35","912","87","247","80","48","39","22","24","177","67","0","12","0","12","665","102","0","12","206","73","256","100","15","20","0","12","0","12","188","70","0","12",
